filename,label,filepath
male_1.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1.jpg
male_10.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_10.jpg
male_100.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_100.jpg
male_1000.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1000.jpg
male_1001.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1001.jpg
male_1002.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1002.jpg
male_1003.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1003.jpg
male_1004.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1004.jpg
male_1005.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1005.jpg
male_1006.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1006.jpg
male_1007.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1007.jpg
male_1008.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1008.jpg
male_1009.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1009.jpg
male_101.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_101.jpg
male_1010.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1010.jpg
male_1011.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1011.jpg
male_1012.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1012.jpg
male_1013.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1013.jpg
male_1014.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1014.jpg
male_1015.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1015.jpg
male_1016.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1016.jpg
male_1017.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1017.jpg
male_1018.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1018.jpg
male_1019.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1019.jpg
male_102.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_102.jpg
male_1020.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1020.jpg
male_1021.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1021.jpg
male_1022.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1022.jpg
male_1023.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1023.jpg
male_1024.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1024.jpg
male_1025.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1025.jpg
male_1026.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1026.jpg
male_1027.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1027.jpg
male_1028.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1028.jpg
male_1029.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1029.jpg
male_103.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_103.jpg
male_1030.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1030.jpg
male_1031.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1031.jpg
male_1032.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1032.jpg
male_1033.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1033.jpg
male_1034.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1034.jpg
male_1035.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1035.jpg
male_1036.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1036.jpg
male_1037.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1037.jpg
male_1038.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1038.jpg
male_1039.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1039.jpg
male_104.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_104.jpg
male_1040.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1040.jpg
male_1041.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1041.jpg
male_1042.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1042.jpg
male_1043.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1043.jpg
male_1044.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1044.jpg
male_1045.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1045.jpg
male_1046.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1046.jpg
male_1047.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1047.jpg
male_1048.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1048.jpg
male_1049.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1049.jpg
male_105.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_105.jpg
male_1050.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1050.jpg
male_1051.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1051.jpg
male_1052.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1052.jpg
male_1053.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1053.jpg
male_1054.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1054.jpg
male_1055.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1055.jpg
male_1056.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1056.jpg
male_1057.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1057.jpg
male_1058.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1058.jpg
male_1059.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1059.jpg
male_106.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_106.jpg
male_1060.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1060.jpg
male_1061.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1061.jpg
male_1062.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1062.jpg
male_1063.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1063.jpg
male_1064.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1064.jpg
male_1065.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1065.jpg
male_1066.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1066.jpg
male_1067.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1067.jpg
male_1068.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1068.jpg
male_1069.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1069.jpg
male_107.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_107.jpg
male_1070.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1070.jpg
male_1071.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1071.jpg
male_1072.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1072.jpg
male_1073.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1073.jpg
male_1074.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1074.jpg
male_1075.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1075.jpg
male_1076.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1076.jpg
male_1077.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1077.jpg
male_1078.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1078.jpg
male_1079.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1079.jpg
male_108.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_108.jpg
male_1080.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1080.jpg
male_1081.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1081.jpg
male_1082.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1082.jpg
male_1083.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1083.jpg
male_1084.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1084.jpg
male_1085.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1085.jpg
male_1086.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1086.jpg
male_1087.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1087.jpg
male_1088.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1088.jpg
male_1089.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1089.jpg
male_109.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_109.jpg
male_1090.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1090.jpg
male_1091.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1091.jpg
male_1092.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1092.jpg
male_1093.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1093.jpg
male_1094.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1094.jpg
male_1095.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1095.jpg
male_1096.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1096.jpg
male_1097.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1097.jpg
male_1098.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1098.jpg
male_1099.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1099.jpg
male_11.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_11.jpg
male_110.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_110.jpg
male_1100.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1100.jpg
male_1101.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1101.jpg
male_1102.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1102.jpg
male_1103.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1103.jpg
male_1104.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1104.jpg
male_1105.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1105.jpg
male_1106.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1106.jpg
male_1107.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1107.jpg
male_1108.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1108.jpg
male_1109.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1109.jpg
male_111.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_111.jpg
male_1110.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1110.jpg
male_1111.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1111.jpg
male_1112.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1112.jpg
male_1113.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1113.jpg
male_1114.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1114.jpg
male_1115.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1115.jpg
male_1116.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1116.jpg
male_1117.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1117.jpg
male_1118.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1118.jpg
male_1119.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1119.jpg
male_112.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_112.jpg
male_1120.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1120.jpg
male_1121.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1121.jpg
male_1122.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1122.jpg
male_1123.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1123.jpg
male_1124.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1124.jpg
male_1125.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1125.jpg
male_1126.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1126.jpg
male_1127.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1127.jpg
male_1128.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1128.jpg
male_1129.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1129.jpg
male_113.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_113.jpg
male_1130.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1130.jpg
male_1131.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1131.jpg
male_1132.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1132.jpg
male_1133.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1133.jpg
male_1134.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1134.jpg
male_1135.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1135.jpg
male_1136.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1136.jpg
male_1137.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1137.jpg
male_1138.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1138.jpg
male_1139.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1139.jpg
male_114.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_114.jpg
male_1140.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1140.jpg
male_1141.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1141.jpg
male_1142.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1142.jpg
male_1143.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1143.jpg
male_1144.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1144.jpg
male_1145.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1145.jpg
male_1146.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1146.jpg
male_1147.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1147.jpg
male_1148.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1148.jpg
male_1149.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1149.jpg
male_115.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_115.jpg
male_1150.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1150.jpg
male_1151.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1151.jpg
male_1152.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1152.jpg
male_1153.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1153.jpg
male_1154.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1154.jpg
male_1155.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1155.jpg
male_1156.jpg,male,C:\Users\RISHI BOHRA\OneDrive\Desktop\DMA_dataset\Images\male_faces\male_1156.jpg
